전국,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18547,0,0,38,31,31,211,1890,31,6358,0,0,0,3,1,339,2,505,1,30548,528,23,332,11,8308,420,415,46,0,4,6235,125,5,0,302,61,0,103,56,0,22,0,2,8,193,3,0,0,0,
서울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2426,0,0,9,4,4,30,371,3,848,0,0,0,1,0,64,0,81,1,9153,71,3,52,2,1285,60,66,3,0,1,149,2,0,0,7,14,0,32,0,0,4,0,0,4,6,1,0,0,0,
부산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,0,0,5,2,2,9,65,0,334,0,0,0,0,0,14,0,25,0,2501,10,2,14,0,1139,8,18,3,0,0,416,7,0,0,12,9,0,7,0,0,0,0,1,1,5,0,0,0,0,
대구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,1,2,0,7,61,3,257,0,0,0,1,0,17,1,7,0,1799,17,0,15,1,350,2,30,2,0,0,139,4,0,0,7,2,0,0,3,0,0,0,0,0,11,0,0,0,0,
인천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,0,5,3,3,11,125,0,332,0,0,0,0,0,26,0,17,0,2679,20,0,23,1,641,63,36,4,0,0,66,0,0,0,4,1,0,9,1,0,1,0,0,0,4,0,0,0,0,
광주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,0,0,1,0,38,39,0,186,0,0,0,0,1,14,0,29,0,490,15,2,11,0,243,0,16,0,0,0,178,4,0,0,7,2,0,1,2,0,0,0,0,0,8,0,0,0,0,
대전,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,2,0,2,5,44,0,182,0,0,0,0,0,9,0,36,0,710,5,1,16,0,149,9,7,0,0,0,175,3,0,0,10,1,0,4,5,0,0,0,0,1,3,1,0,0,0,
울산,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,3,17,1,195,0,0,0,0,0,4,0,15,0,344,6,0,2,0,163,3,1,0,0,0,289,1,0,0,2,3,0,2,0,0,0,0,0,0,2,0,0,0,0,
경기,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5507,0,0,7,12,8,34,628,3,1818,0,0,0,1,0,94,0,183,0,6600,157,3,107,4,1645,236,102,13,0,1,383,7,0,0,44,16,0,24,7,0,8,0,1,2,23,1,0,0,0,
강원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,2,0,6,38,1,216,0,0,0,0,0,11,0,13,0,706,48,0,6,1,126,15,10,1,0,0,25,2,0,0,13,1,0,4,1,0,0,0,0,0,28,0,0,0,0,
충북,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,1,3,81,3,158,0,0,0,0,0,11,0,5,0,302,17,0,12,1,138,3,10,0,0,0,116,8,0,0,10,0,0,1,9,0,1,0,0,0,15,0,0,0,0,
충남,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0,1,0,1,9,122,3,294,0,0,0,0,0,14,0,23,0,803,19,4,10,0,309,3,12,2,0,0,645,25,0,0,33,2,0,3,9,0,3,0,0,0,13,0,0,0,0,
전북,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,3,0,4,9,117,3,251,0,0,0,0,0,6,0,8,0,1213,31,2,18,0,215,3,3,2,0,0,753,15,0,0,30,1,0,3,5,0,1,0,0,0,10,0,0,0,0,
전남,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,0,0,1,3,2,12,40,1,318,0,0,0,0,0,10,0,19,0,425,26,4,11,0,538,5,27,7,0,0,1023,25,2,0,63,3,0,1,4,0,2,0,0,0,14,0,0,0,0,
경북,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,0,0,1,0,1,13,59,2,289,0,0,0,0,0,11,1,16,0,786,34,1,10,1,450,5,16,2,0,2,435,7,0,0,21,3,0,5,5,0,0,0,0,0,23,0,0,0,0,
경남,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595,0,0,3,2,3,12,42,8,524,0,0,0,0,0,23,0,19,0,1852,40,1,16,0,783,3,20,7,0,0,1332,14,3,0,32,2,0,5,4,0,2,0,0,0,14,0,0,0,0,
제주,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,9,29,0,90,0,0,0,0,0,8,0,5,0,148,7,0,7,0,117,1,41,0,0,0,67,0,0,0,3,0,0,1,0,0,0,0,0,0,11,0,0,0,0,
세종,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,1,12,0,66,0,0,0,0,0,3,0,4,0,37,5,0,2,0,17,1,0,0,0,0,44,1,0,0,4,1,0,1,1,0,0,0,0,0,3,0,0,0,0,
